primary_label,latitude,longitude,scientific_name,amount_of_samples
mastro1,-13.1667,-72.5501,Trogon personatus,116
mastro1,2.7975,-74.855,Trogon personatus,116
mastro1,2.7975,-74.855,Trogon personatus,116
mastro1,2.7975,-74.855,Trogon personatus,116
mastro1,2.7975,-74.855,Trogon personatus,116
mastro1,5.0524,-60.6173,Trogon personatus,116
mastro1,1.6169444,-76.1002778,Trogon personatus,116
mastro1,1.6169444,-76.1002778,Trogon personatus,116
mastro1,1.6169444,-76.1002778,Trogon personatus,116
mastro1,5.2197222,-75.4041667,Trogon personatus,116
mastro1,5.1339,-73.2891,Trogon personatus,116
mastro1,5.2308333,-75.4883333,Trogon personatus,116
mastro1,5.2308333,-75.4883333,Trogon personatus,116
mastro1,7.4594444,-72.8455556,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,7.4802778,-72.8319444,Trogon personatus,116
mastro1,1.0834,-77.8834,Trogon personatus,116
mastro1,-0.0266,-78.7423,Trogon personatus,116
mastro1,4.5288,-73.9778,Trogon personatus,116
mastro1,4.5288,-73.9778,Trogon personatus,116
mastro1,4.5288,-73.9778,Trogon personatus,116
mastro1,4.5288,-73.9778,Trogon personatus,116
mastro1,4.5288,-73.9778,Trogon personatus,116
mastro1,1.8473,-75.6758,Trogon personatus,116
mastro1,-11.8667,-71.3667,Trogon personatus,116
mastro1,-0.1667,-78.5834,Trogon personatus,116
mastro1,-0.083,-78.669,Trogon personatus,116
mastro1,-16.35211111,-67.50783333,Trogon personatus,116
mastro1,-0.0167,-78.6834,Trogon personatus,116
meapar,7.7612,-77.7334,Amazona farinosa,193
meapar,7.7612,-77.7334,Amazona farinosa,193
meapar,-23.8312,-45.3495,Amazona farinosa,193
meapar,-12.856,-69.362,Amazona farinosa,193
meapar,-6.1802,-50.2968,Amazona farinosa,193
meapar,-3.4915,-59.9304,Amazona farinosa,193
meapar,-4.6038,-56.3928,Amazona farinosa,193
meapar,-1.9456,-52.3265,Amazona farinosa,193
meapar,-12.4775,-69.0881,Amazona farinosa,193
meapar,-12.4775,-69.0881,Amazona farinosa,193
meapar,-1.095,-52.653,Amazona farinosa,193
meapar,-19.4148,-40.188,Amazona farinosa,193
meapar,-12.0478,-69.6759,Amazona farinosa,193
meapar,-12.0478,-69.6759,Amazona farinosa,193
meapar,1.483,-61.0109,Amazona farinosa,193
meapar,-5.4957,-56.9861,Amazona farinosa,193
meapar,-4.4689,-59.5548,Amazona farinosa,193
meapar,-23.8312,-45.3495,Amazona farinosa,193
meapar,-12.6938,-69.492,Amazona farinosa,193
meapar,6.3422,-77.3688,Amazona farinosa,193
meapar,6.9001,-61.2501,Amazona farinosa,193
meapar,-1.5901,-59.7519,Amazona farinosa,193
meapar,-19.4708,-42.548,Amazona farinosa,193
meapar,-12.2417,-60.7141,Amazona farinosa,193
meapar,-19.792,-42.607,Amazona farinosa,193
meapar,-2.94,-59.9878,Amazona farinosa,193
meapar,-14.433,-67.883,Amazona farinosa,193
meapar,-14.4259,-67.9167,Amazona farinosa,193
meapar,-14.4259,-67.9167,Amazona farinosa,193
meapar,-9.1158,-69.7434,Amazona farinosa,193
meapar,-12.856,-69.362,Amazona farinosa,193
meapar,-0.3471,-76.8662,Amazona farinosa,193
meapar,-4.2603,-50.0235,Amazona farinosa,193
meapar,9.1521,-79.8465,Amazona farinosa,193
meapar,-19.1167,-39.9501,Amazona farinosa,193
meapar,1.086,-78.643,Amazona farinosa,193
meapar,-0.593,-79.363,Amazona farinosa,193
meapar,1.021,-78.608,Amazona farinosa,193
meapar,1.021,-78.608,Amazona farinosa,193
meapar,0.867,-78.733,Amazona farinosa,193
meapar,1.154,-78.851,Amazona farinosa,193
meapar,3.9155,-77.2486,Amazona farinosa,193
meapar,5.9507,-61.4304,Amazona farinosa,193
meapar,-1.035,-77.399,Amazona farinosa,193
meapar,0.617,-79.233,Amazona farinosa,193
meapar,-0.267,-75.883,Amazona farinosa,193
meapar,-0.498,-76.373,Amazona farinosa,193
meapar,-0.498,-76.373,Amazona farinosa,193
meapar,-0.498,-76.373,Amazona farinosa,193
meapar,0.733,-78.95,Amazona farinosa,193
meapar,0.733,-78.95,Amazona farinosa,193
meapar,1.064,-78.681,Amazona farinosa,193
meapar,0.733,-78.95,Amazona farinosa,193
meapar,0.8,-78.833,Amazona farinosa,193
meapar,-0.472,-76.459,Amazona farinosa,193
meapar,0.883,-78.8,Amazona farinosa,193
meapar,0.767,-79.15,Amazona farinosa,193
meapar,0.75,-78.917,Amazona farinosa,193
meapar,-0.472,-76.459,Amazona farinosa,193
meapar,-19.7114,-42.7367,Amazona farinosa,193
meapar,-0.114,-77.442,Amazona farinosa,193
meapar,-19.8334,-42.5167,Amazona farinosa,193
meapar,-19.8334,-42.5167,Amazona farinosa,193
meapar,-19.027,-40.156,Amazona farinosa,193
meapar,-4.3025,-73.2867,Amazona farinosa,193
meapar,-0.1334,-67.0834,Amazona farinosa,193
meapar,1.4787,-62.2446,Amazona farinosa,193
meapar,-10.8954,-68.3632,Amazona farinosa,193
meapar,-10.79,-69.6054,Amazona farinosa,193
meapar,-10.8954,-68.3632,Amazona farinosa,193
meapar,-10.8954,-68.3632,Amazona farinosa,193
meapar,-10.8954,-68.3632,Amazona farinosa,193
meapar,-15.565,-40.4213,Amazona farinosa,193
meapar,-9.5549,-65.3226,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,9.1186,-79.6954,Amazona farinosa,193
meapar,9.1186,-79.6954,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,6.0747,-77.3868,Amazona farinosa,193
meapar,6.0747,-77.3868,Amazona farinosa,193
meapar,-10.1325,-67.7507,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,-8.6239,-69.6581,Amazona farinosa,193
meapar,2.3865,-74.6304,Amazona farinosa,193
meapar,-2.4042,-59.8673,Amazona farinosa,193
meapar,-2.4042,-59.8673,Amazona farinosa,193
meapar,-9.1795,-68.4627,Amazona farinosa,193
meapar,-1.3819,-69.6459,Amazona farinosa,193
meapar,-12.5692,-70.1001,Amazona farinosa,193
meapar,5.6271,-77.4042,Amazona farinosa,193
meapar,-18.1573,-39.7343,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,9.0895,-79.6621,Amazona farinosa,193
meapar,4.7962,-52.4577,Amazona farinosa,193
meapar,0.6513,-77.0739,Amazona farinosa,193
meapar,-15.8079,-40.5179,Amazona farinosa,193
meapar,-9.642,-70.037,Amazona farinosa,193
meapar,-9.642,-70.037,Amazona farinosa,193
meapar,4.1137,-52.1778,Amazona farinosa,193
meapar,-9.81,-70.08,Amazona farinosa,193
meapar,-9.556,-70.053,Amazona farinosa,193
meapar,-9.4462,-70.4362,Amazona farinosa,193
meapar,-19.1456,-40.0645,Amazona farinosa,193
meapar,-19.1456,-40.0645,Amazona farinosa,193
meapar,-2.1165,-59.6101,Amazona farinosa,193
meapar,2.7975,-74.855,Amazona farinosa,193
meapar,0.24,-72.9338889,Amazona farinosa,193
meapar,0.2483333,-72.9347222,Amazona farinosa,193
meapar,0.2483333,-72.9347222,Amazona farinosa,193
meapar,0.2483333,-72.9347222,Amazona farinosa,193
meapar,0.2422222,-72.9375,Amazona farinosa,193
meapar,0.2422222,-72.9375,Amazona farinosa,193
meapar,0.2422222,-72.9375,Amazona farinosa,193
meapar,0.1672222,-72.6097222,Amazona farinosa,193
meapar,0.1672222,-72.6097222,Amazona farinosa,193
meapar,0.1572222,-72.6291667,Amazona farinosa,193
meapar,0.1572222,-72.6291667,Amazona farinosa,193
meapar,0.1572222,-72.6291667,Amazona farinosa,193
meapar,0.1819444,-72.6086111,Amazona farinosa,193
meapar,0.1797222,-72.6233333,Amazona farinosa,193
meapar,0.4986111,-72.6222222,Amazona farinosa,193
meapar,0.0741667,-72.4513889,Amazona farinosa,193
meapar,0.0741667,-72.4513889,Amazona farinosa,193
meapar,7.7858,-77.6713,Amazona farinosa,193
meapar,9.5222,-75.359,Amazona farinosa,193
meapar,0.0741667,-72.4513889,Amazona farinosa,193
meapar,0.2605556,-72.9233333,Amazona farinosa,193
meapar,0.2605556,-72.9233333,Amazona farinosa,193
meapar,0.2605556,-72.9233333,Amazona farinosa,193
meapar,0.4986111,-72.6194444,Amazona farinosa,193
meapar,0.5175,-72.6411111,Amazona farinosa,193
meapar,0.5175,-72.6411111,Amazona farinosa,193
meapar,0.5175,-72.6411111,Amazona farinosa,193
meapar,0.5344444,-72.6325,Amazona farinosa,193
meapar,0.5344444,-72.6325,Amazona farinosa,193
meapar,0.5344444,-72.6325,Amazona farinosa,193
meapar,0.5344444,-72.6325,Amazona farinosa,193
meapar,0.5291667,-72.6305556,Amazona farinosa,193
meapar,0.5291667,-72.6305556,Amazona farinosa,193
meapar,0.4986111,-72.6222222,Amazona farinosa,193
meapar,0.0741667,-72.4513889,Amazona farinosa,193
meapar,0.0741667,-72.4513889,Amazona farinosa,193
meapar,0.2702778,-72.9227778,Amazona farinosa,193
meapar,0.2175,-72.4230556,Amazona farinosa,193
meapar,0.2175,-72.4230556,Amazona farinosa,193
meapar,0.2175,-72.4230556,Amazona farinosa,193
meapar,0.2175,-72.4230556,Amazona farinosa,193
meapar,0.2094444,-72.4152778,Amazona farinosa,193
meapar,0.2094444,-72.4152778,Amazona farinosa,193
meapar,0.2119444,-72.4175,Amazona farinosa,193
meapar,0.2275,-72.4438889,Amazona farinosa,193
meapar,0.2094444,-72.4152778,Amazona farinosa,193
meapar,0.2094444,-72.4152778,Amazona farinosa,193
meapar,0.2119444,-72.4175,Amazona farinosa,193
meapar,0.2119444,-72.4175,Amazona farinosa,193
meapar,0.2130556,-72.4236111,Amazona farinosa,193
meapar,0.2130556,-72.4236111,Amazona farinosa,193
meapar,6.8064,-58.1452,Amazona farinosa,193
meapar,4.5032,-58.775,Amazona farinosa,193
meapar,0.2130556,-72.4236111,Amazona farinosa,193
meapar,-8.7512,-68.9938,Amazona farinosa,193
meapar,-8.7512,-68.9938,Amazona farinosa,193
meapar,-8.7512,-68.9938,Amazona farinosa,193
meapar,-8.7512,-68.9938,Amazona farinosa,193
meapar,-12.65,-71.2333,Amazona farinosa,193
meapar,5.8819,-71.8934,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,9.103,-79.6636,Amazona farinosa,193
meapar,9.103,-79.6636,Amazona farinosa,193
meapar,9.103,-79.6636,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,-13.016,-69.531,Amazona farinosa,193
meapar,9.1332,-79.7195,Amazona farinosa,193
meapar,-4.067,-60.6598,Amazona farinosa,193
meapar,8.1209,-78.09,Amazona farinosa,193
meapar,-12.8384,-69.2945,Amazona farinosa,193
meapar,-12.8384,-69.2945,Amazona farinosa,193
meapar,-0.5004,-77.2853,Amazona farinosa,193
meapar,-11.8667,-71.3667,Amazona farinosa,193
meapar,-11.8667,-71.3667,Amazona farinosa,193
meapar,-11.8667,-71.3667,Amazona farinosa,193
meapar,0.258,-79.192,Amazona farinosa,193
meapar,-12.5692,-70.1001,Amazona farinosa,193
meapar,-10.35883333,-65.37111111,Amazona farinosa,193
meapar,-10.35883333,-65.37111111,Amazona farinosa,193
meapar,-0.1334,-67.0834,Amazona farinosa,193
meapar,-19.1456,-40.0645,Amazona farinosa,193
meapar,-19.1456,-40.0645,Amazona farinosa,193
meapar,-19.1456,-40.0645,Amazona farinosa,193
meapar,-1.7375,-51.4556,Amazona farinosa,193
meapar,-0.4,-76.333,Amazona farinosa,193
mouela1,5.6961,-73.4781,Elaenia frantzii,55
mouela1,5.6961,-73.4781,Elaenia frantzii,55
mouela1,4.4837,-75.4797,Elaenia frantzii,55
mouela1,4.4837,-75.4797,Elaenia frantzii,55
mouela1,4.4837,-75.4797,Elaenia frantzii,55
mouela1,4.9319,-74.1112,Elaenia frantzii,55
mouela1,10.2114,-63.5695,Elaenia frantzii,55
mouela1,4.66481,-75.63287,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,4.3883,-74.3205,Elaenia frantzii,55
mouela1,5.5334,-75.7834,Elaenia frantzii,55
mouela1,5.0907,-75.4562,Elaenia frantzii,55
mouela1,6.8253,-75.5621,Elaenia frantzii,55
mouela1,10.3643,-72.9458,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,8.8655,-70.6803,Elaenia frantzii,55
mouela1,8.8655,-70.6803,Elaenia frantzii,55
mouela1,6.1755,-75.6703,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.5669,-75.3253,Elaenia frantzii,55
mouela1,4.7761,-75.5924,Elaenia frantzii,55
mouela1,4.6503,-75.5747,Elaenia frantzii,55
mouela1,6.4019,-72.5445,Elaenia frantzii,55
mouela1,6.4019,-72.5445,Elaenia frantzii,55
mouela1,5.544,-75.8027,Elaenia frantzii,55
mouela1,4.6058333,-74.3069444,Elaenia frantzii,55
mouela1,-3.2927778,-70.1455556,Elaenia frantzii,55
mouela1,-3.2927778,-70.1455556,Elaenia frantzii,55
mouela1,5.2308333,-75.4883333,Elaenia frantzii,55
mouela1,5.2308333,-75.4883333,Elaenia frantzii,55
mouela1,5.2308333,-75.4883333,Elaenia frantzii,55
mouela1,7.4802778,-72.8319444,Elaenia frantzii,55
mouela1,7.4661111,-72.8494444,Elaenia frantzii,55
mouela1,7.4661111,-72.8494444,Elaenia frantzii,55
mouela1,7.4661111,-72.8494444,Elaenia frantzii,55
mouela1,7.4661111,-72.8494444,Elaenia frantzii,55
mouela1,7.4661111,-72.8494444,Elaenia frantzii,55
mouela1,5.0144,-74.1528,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.5288,-73.9778,Elaenia frantzii,55
mouela1,4.9358,-74.0496,Elaenia frantzii,55
mouela1,4.5585,-75.3275,Elaenia frantzii,55
mouela1,4.6124,-74.0426,Elaenia frantzii,55
mouela1,4.6124,-74.0426,Elaenia frantzii,55
mouela1,5.1925,-75.9769,Elaenia frantzii,55
mouwar,4.7455,-74.5339,Geothlypis philadelphia,5
mouwar,6.4037,-75.5016,Geothlypis philadelphia,5
mouwar,4.8865,-74.4711,Geothlypis philadelphia,5
mouwar,6.8614,-73.3842,Geothlypis philadelphia,5
mouwar,5.0844444,-75.7922222,Geothlypis philadelphia,5
norwat,4.5437,-61.5173,Parkesia noveboracensis,14
norwat,1.1823,-78.7561,Parkesia noveboracensis,14
norwat,4.1809,-72.9136,Parkesia noveboracensis,14
norwat,1.1903,-76.9739,Parkesia noveboracensis,14
norwat,5.79,-72.21,Parkesia noveboracensis,14
norwat,-0.589,-77.877,Parkesia noveboracensis,14
norwat,9.0095,-79.4684,Parkesia noveboracensis,14
norwat,9.1332,-79.7195,Parkesia noveboracensis,14
norwat,4.9405,-52.3363,Parkesia noveboracensis,14
norwat,4.9405,-52.3363,Parkesia noveboracensis,14
norwat,4.7026,-74.0673,Parkesia noveboracensis,14
norwat,8.9428,-78.3986,Parkesia noveboracensis,14
norwat,4.6562,-74.0962,Parkesia noveboracensis,14
norwat,8.9498,-68.0831,Parkesia noveboracensis,14
obnthr1,5.2431,-76.0964,Catharus aurantiirostris,57
obnthr1,4.9281,-75.0462,Catharus aurantiirostris,57
obnthr1,4.9245,-75.0545,Catharus aurantiirostris,57
obnthr1,4.9238,-75.0567,Catharus aurantiirostris,57
obnthr1,4.9239,-75.0562,Catharus aurantiirostris,57
obnthr1,6.2667,-75.5806,Catharus aurantiirostris,57
obnthr1,5.128,-75.932,Catharus aurantiirostris,57
obnthr1,4.9296,-75.0839,Catharus aurantiirostris,57
obnthr1,4.9296,-75.0839,Catharus aurantiirostris,57
obnthr1,4.9296,-75.0839,Catharus aurantiirostris,57
obnthr1,6.1064,-73.4556,Catharus aurantiirostris,57
obnthr1,6.1064,-73.4556,Catharus aurantiirostris,57
obnthr1,6.1298,-75.5999,Catharus aurantiirostris,57
obnthr1,6.141,-75.6169,Catharus aurantiirostris,57
obnthr1,4.727,-75.577,Catharus aurantiirostris,57
obnthr1,4.8931,-73.2841,Catharus aurantiirostris,57
obnthr1,6.8722,-73.367,Catharus aurantiirostris,57
obnthr1,10.3725,-72.9569,Catharus aurantiirostris,57
obnthr1,4.729,-75.5789,Catharus aurantiirostris,57
obnthr1,5.0677,-75.5293,Catharus aurantiirostris,57
obnthr1,10.3643,-72.9458,Catharus aurantiirostris,57
obnthr1,6.1298,-75.5999,Catharus aurantiirostris,57
obnthr1,4.831,-75.7054,Catharus aurantiirostris,57
obnthr1,4.831,-75.7054,Catharus aurantiirostris,57
obnthr1,4.831,-75.7054,Catharus aurantiirostris,57
obnthr1,4.831,-75.7054,Catharus aurantiirostris,57
obnthr1,4.831,-75.7054,Catharus aurantiirostris,57
obnthr1,4.5669,-75.3253,Catharus aurantiirostris,57
obnthr1,10.9228,-74.0591,Catharus aurantiirostris,57
obnthr1,4.6503,-75.5747,Catharus aurantiirostris,57
obnthr1,4.7144,-75.6718,Catharus aurantiirostris,57
obnthr1,4.6503,-75.5747,Catharus aurantiirostris,57
obnthr1,3.3433,-76.601,Catharus aurantiirostris,57
obnthr1,4.771,-75.6226,Catharus aurantiirostris,57
obnthr1,4.771,-75.6226,Catharus aurantiirostris,57
obnthr1,4.771,-75.6226,Catharus aurantiirostris,57
obnthr1,4.7144,-75.6718,Catharus aurantiirostris,57
obnthr1,1.7393,-61.8155,Catharus aurantiirostris,57
obnthr1,1.7071,-61.778,Catharus aurantiirostris,57
obnthr1,1.7071,-61.778,Catharus aurantiirostris,57
obnthr1,1.7071,-61.778,Catharus aurantiirostris,57
obnthr1,5.0578,-75.5,Catharus aurantiirostris,57
obnthr1,10.3638,-72.9782,Catharus aurantiirostris,57
obnthr1,10.3638,-72.9782,Catharus aurantiirostris,57
obnthr1,10.3602,-72.9482,Catharus aurantiirostris,57
obnthr1,5.9593,-73.2526,Catharus aurantiirostris,57
obnthr1,4.3413889,-75.7333333,Catharus aurantiirostris,57
obnthr1,4.3413889,-75.7333333,Catharus aurantiirostris,57
obnthr1,4.3413889,-75.7333333,Catharus aurantiirostris,57
obnthr1,4.5585,-75.3275,Catharus aurantiirostris,57
obnthr1,10.7283,-61.3018,Catharus aurantiirostris,57
obnthr1,4.659,-75.6624,Catharus aurantiirostris,57
obnthr1,4.8101,-75.71,Catharus aurantiirostris,57
obnthr1,5.1058,-75.939,Catharus aurantiirostris,57
obnthr1,4.5716,-75.3245,Catharus aurantiirostris,57
obnthr1,10.3295,-67.6517,Catharus aurantiirostris,57
obnthr1,10.3295,-67.6517,Catharus aurantiirostris,57
ocbfly1,9.1667,-79.7667,Mionectes oleagineus,101
ocbfly1,-9.2295,-64.7095,Mionectes oleagineus,101
ocbfly1,-9.2485,-64.4897,Mionectes oleagineus,101
ocbfly1,4.6148,-52.505,Mionectes oleagineus,101
ocbfly1,4.6148,-52.505,Mionectes oleagineus,101
ocbfly1,-7.6096,-35.3952,Mionectes oleagineus,101
ocbfly1,-22.4508,-42.7735,Mionectes oleagineus,101
ocbfly1,1.4829,-60.9891,Mionectes oleagineus,101
ocbfly1,-15.8628,-56.0792,Mionectes oleagineus,101
ocbfly1,9.1332,-79.7195,Mionectes oleagineus,101
ocbfly1,-3.8334,-73.2501,Mionectes oleagineus,101
ocbfly1,-3.847,-50.7125,Mionectes oleagineus,101
ocbfly1,6.7183,-74.3458,Mionectes oleagineus,101
ocbfly1,1.154,-78.851,Mionectes oleagineus,101
ocbfly1,-0.498,-76.373,Mionectes oleagineus,101
ocbfly1,-0.498,-76.373,Mionectes oleagineus,101
ocbfly1,-0.894,-77.725,Mionectes oleagineus,101
ocbfly1,0.883,-78.8,Mionectes oleagineus,101
ocbfly1,0.85,-78.95,Mionectes oleagineus,101
ocbfly1,0.85,-78.95,Mionectes oleagineus,101
ocbfly1,0.85,-78.95,Mionectes oleagineus,101
ocbfly1,0.75,-78.917,Mionectes oleagineus,101
ocbfly1,-0.472,-76.459,Mionectes oleagineus,101
ocbfly1,-0.472,-76.459,Mionectes oleagineus,101
ocbfly1,-1.117,-77.55,Mionectes oleagineus,101
ocbfly1,-0.593,-79.363,Mionectes oleagineus,101
ocbfly1,-5.9642,-50.3653,Mionectes oleagineus,101
ocbfly1,-22.4508,-42.7735,Mionectes oleagineus,101
ocbfly1,-22.4508,-42.7735,Mionectes oleagineus,101
ocbfly1,-9.3001,-35.9334,Mionectes oleagineus,101
ocbfly1,-0.1334,-67.0834,Mionectes oleagineus,101
ocbfly1,1.4787,-62.2446,Mionectes oleagineus,101
ocbfly1,-9.3001,-35.9334,Mionectes oleagineus,101
ocbfly1,9.1332,-79.7195,Mionectes oleagineus,101
ocbfly1,6.8714,-75.8098,Mionectes oleagineus,101
ocbfly1,-15.6421,-57.1899,Mionectes oleagineus,101
ocbfly1,-2.6914,-60.9528,Mionectes oleagineus,101
ocbfly1,-22.4508,-42.7735,Mionectes oleagineus,101
ocbfly1,6.8714,-75.8098,Mionectes oleagineus,101
ocbfly1,6.8714,-75.8098,Mionectes oleagineus,101
ocbfly1,6.8714,-75.8098,Mionectes oleagineus,101
ocbfly1,6.8714,-75.8098,Mionectes oleagineus,101
ocbfly1,9.2498,-70.7635,Mionectes oleagineus,101
ocbfly1,-16.4525,-39.2554,Mionectes oleagineus,101
ocbfly1,6.6887,-75.8375,Mionectes oleagineus,101
ocbfly1,6.5574,-75.8604,Mionectes oleagineus,101
ocbfly1,6.5574,-75.8593,Mionectes oleagineus,101
ocbfly1,6.5574,-75.8593,Mionectes oleagineus,101
ocbfly1,6.5574,-75.8593,Mionectes oleagineus,101
ocbfly1,6.5574,-75.8593,Mionectes oleagineus,101
ocbfly1,6.5574,-75.8593,Mionectes oleagineus,101
ocbfly1,3.3641,-76.5402,Mionectes oleagineus,101
ocbfly1,-3.2279,-58.9924,Mionectes oleagineus,101
ocbfly1,6.9834,-73.4334,Mionectes oleagineus,101
ocbfly1,0.6513,-77.0739,Mionectes oleagineus,101
ocbfly1,8.1756,-77.7374,Mionectes oleagineus,101
ocbfly1,4.7144,-75.6718,Mionectes oleagineus,101
ocbfly1,-22.4508,-42.7735,Mionectes oleagineus,101
ocbfly1,4.3496,-76.2466,Mionectes oleagineus,101
ocbfly1,-22.4312,-42.0337,Mionectes oleagineus,101
ocbfly1,4.7144,-75.6718,Mionectes oleagineus,101
ocbfly1,4.7144,-75.6718,Mionectes oleagineus,101
ocbfly1,-15.2798,-39.0897,Mionectes oleagineus,101
ocbfly1,-14.167,-67.917,Mionectes oleagineus,101
ocbfly1,-13.3807,-62.0084,Mionectes oleagineus,101
ocbfly1,0.1672222,-72.6097222,Mionectes oleagineus,101
ocbfly1,0.1672222,-72.6097222,Mionectes oleagineus,101
ocbfly1,0.1672222,-72.6097222,Mionectes oleagineus,101
ocbfly1,0.1672222,-72.6097222,Mionectes oleagineus,101
ocbfly1,0.1672222,-72.6097222,Mionectes oleagineus,101
ocbfly1,0.1797222,-72.6233333,Mionectes oleagineus,101
ocbfly1,0.1797222,-72.6233333,Mionectes oleagineus,101
ocbfly1,0.1797222,-72.6233333,Mionectes oleagineus,101
ocbfly1,0.2605556,-72.9233333,Mionectes oleagineus,101
ocbfly1,0.2702778,-72.9227778,Mionectes oleagineus,101
ocbfly1,0.2175,-72.4230556,Mionectes oleagineus,101
ocbfly1,0.2175,-72.4230556,Mionectes oleagineus,101
ocbfly1,0.2175,-72.4230556,Mionectes oleagineus,101
ocbfly1,0.2175,-72.4230556,Mionectes oleagineus,101
ocbfly1,0.2130556,-72.4236111,Mionectes oleagineus,101
ocbfly1,5.2461111,-75.6852778,Mionectes oleagineus,101
ocbfly1,4.351,-74.652,Mionectes oleagineus,101
ocbfly1,4.351,-74.652,Mionectes oleagineus,101
ocbfly1,7.8437,-77.628,Mionectes oleagineus,101
ocbfly1,7.8437,-77.628,Mionectes oleagineus,101
ocbfly1,7.8437,-77.628,Mionectes oleagineus,101
ocbfly1,-12.65,-71.2333,Mionectes oleagineus,101
ocbfly1,-12.65,-71.2333,Mionectes oleagineus,101
ocbfly1,-9.7747,-36.2349,Mionectes oleagineus,101
ocbfly1,-22.5939,-43.4347,Mionectes oleagineus,101
ocbfly1,-9.1992,-35.8871,Mionectes oleagineus,101
ocbfly1,6.9834,-73.4334,Mionectes oleagineus,101
ocbfly1,-4.2889,-70.2948,Mionectes oleagineus,101
ocbfly1,4.1688,-74.5311,Mionectes oleagineus,101
ocbfly1,-12.6601,-71.2398,Mionectes oleagineus,101
ocbfly1,-9.790833333,-65.53333333,Mionectes oleagineus,101
ocbfly1,-12.866,-71.367,Mionectes oleagineus,101
ocbfly1,-9.3001,-35.9334,Mionectes oleagineus,101
ocbfly1,-22.5001,-42.7167,Mionectes oleagineus,101
ocbfly1,-12.856,-69.362,Mionectes oleagineus,101
ocbfly1,-0.4,-76.333,Mionectes oleagineus,101
oliwoo1,-20.8004,-42.8884,Sittasomus griseicapillus,179
oliwoo1,-26.519,-53.991,Sittasomus griseicapillus,179
oliwoo1,-26.519,-53.991,Sittasomus griseicapillus,179
oliwoo1,-3.1914,-60.3528,Sittasomus griseicapillus,179
oliwoo1,-23.0726,-45.9388,Sittasomus griseicapillus,179
oliwoo1,-5.6909,-63.2057,Sittasomus griseicapillus,179
oliwoo1,-1.095,-52.653,Sittasomus griseicapillus,179
oliwoo1,-22.4508,-42.7735,Sittasomus griseicapillus,179
oliwoo1,-12.0478,-69.6759,Sittasomus griseicapillus,179
oliwoo1,-22.6736,-48.9592,Sittasomus griseicapillus,179
oliwoo1,-20.6665,-42.5222,Sittasomus griseicapillus,179
oliwoo1,-7.9644,-67.3469,Sittasomus griseicapillus,179
oliwoo1,-23.4667,-46.6167,Sittasomus griseicapillus,179
oliwoo1,-12.0478,-69.6759,Sittasomus griseicapillus,179
oliwoo1,-21.1112,-64.2389,Sittasomus griseicapillus,179
oliwoo1,-20.6665,-42.5222,Sittasomus griseicapillus,179
oliwoo1,-26.4899,-52.2048,Sittasomus griseicapillus,179
oliwoo1,-22.6707,-48.1469,Sittasomus griseicapillus,179
oliwoo1,-22.0403,-64.5584,Sittasomus griseicapillus,179
oliwoo1,-26.4895,-52.2009,Sittasomus griseicapillus,179
oliwoo1,-22.0403,-64.5584,Sittasomus griseicapillus,179
oliwoo1,-22.0403,-64.5584,Sittasomus griseicapillus,179
oliwoo1,-26.995,-50.014,Sittasomus griseicapillus,179
oliwoo1,-26.9888,-51.9358,Sittasomus griseicapillus,179
